ENSMUST00000000001	ENSMUSG00000000001	Gnai3
ENSMUST00000174730	ENSMUSG00000041444	Arhgap32
ENSMUST00000174731	ENSMUSG00000025041	Nt5c2
ENSMUST00000174733	ENSMUSG00000020661	Dnmt3a
ENSMUST00000174734	ENSMUSG00000038056	Kmt2c
ENSMUST00000174740	ENSMUSG00000039656	Rxrb
ENSMUST00000174741	ENSMUSG00000007035	Msh5
ENSMUST00000174742	ENSMUSG00000092342	Gm20516
ENSMUST00000174743	ENSMUSG00000017428	Psmd11
ENSMUST00000174744	ENSMUSG00000077450	Rab11b
ENSMUST00000174745	ENSMUSG00000008668	Rps18
ENSMUST00000174746	ENSMUSG00000007739	Cct4
ENSMUST00000174747	ENSMUSG00000036036	Zfp57
ENSMUST00000174748	ENSMUSG00000028382	Ptbp3
ENSMUST00000174749	ENSMUSG00000015002	Efr3a
ENSMUST00000174750	ENSMUSG00000051980	Casr
ENSMUST00000174751	ENSMUSG00000036594	H2-Aa
ENSMUST00000174753	ENSMUSG00000025316	Banp
ENSMUST00000174754	ENSMUSG00000086938	4930481A15Rik
ENSMUST00000174755	ENSMUSG00000015165	Hnrnpl
ENSMUST00000174757	ENSMUSG00000019432	Ddx39b
ENSMUST00000174758	ENSMUSG00000008668	Rps18
ENSMUST00000174759	ENSMUSG00000028073	Pear1
ENSMUST00000174761	ENSMUSG00000014030	Pax5
ENSMUST00000174762	ENSMUSG00000031010	Usp9x
ENSMUST00000174764	ENSMUSG00000045333	Zfp423
ENSMUST00000174765	ENSMUSG00000079547	H2-DMb1
ENSMUST00000174766	ENSMUSG00000039089	L3mbtl3
ENSMUST00000174769	ENSMUSG00000033735	Spr
ENSMUST00000174770	ENSMUSG00000027347	Rasgrp1
ENSMUST00000174772	ENSMUSG00000060261	Gtf2i
ENSMUST00000174773	ENSMUSG00000060261	Gtf2i
ENSMUST00000174774	ENSMUSG00000020661	Dnmt3a
ENSMUST00000174775	ENSMUSG00000095984	Gm4201
ENSMUST00000174776	ENSMUSG00000028073	Pear1
ENSMUST00000174779	ENSMUSG00000024387	Csnk2b
ENSMUST00000174780	ENSMUSG00000037638	Zbtb42
ENSMUST00000174781	ENSMUSG00000030188	Magohb
ENSMUST00000174782	ENSMUSG00000024406	Pou5f1
ENSMUST00000174786	ENSMUSG00000038812	Trmt112
ENSMUST00000174787	ENSMUSG00000004266	Ptpn6
ENSMUST00000174788	ENSMUSG00000067288	Rps28
ENSMUST00000174789	ENSMUSG00000092212	Slc22a13b-ps
ENSMUST00000174790	ENSMUSG00000045466	Zfp956
ENSMUST00000174791	ENSMUSG00000022216	Psme1
ENSMUST00000174792	ENSMUSG00000029546	Uncx
ENSMUST00000174794	ENSMUSG00000032113	Chek1
ENSMUST00000174795	ENSMUSG00000019432	Ddx39b
ENSMUST00000174796	ENSMUSG00000033739	Fkbpl
ENSMUST00000174797	ENSMUSG00000024392	Bag6
ENSMUST00000174799	ENSMUSG00000024856	Cdk2ap2
ENSMUST00000174800	ENSMUSG00000031753	Cog4
ENSMUST00000174801	ENSMUSG00000095730	Vmn2r29
ENSMUST00000174803	ENSMUSG00000003617	Cp
ENSMUST00000174805	ENSMUSG00000024393	Prrc2a
ENSMUST00000174806	ENSMUSG00000032422	Snx14
ENSMUST00000174807	ENSMUSG00000024436	Mrps18b
ENSMUST00000174808	ENSMUSG00000092341	Malat1
ENSMUST00000174809	ENSMUSG00000000804	Usp32
ENSMUST00000174810	ENSMUSG00000020185	E2f7
ENSMUST00000174815	ENSMUSG00000071104	Ccdc110
ENSMUST00000174817	ENSMUSG00000020661	Dnmt3a
ENSMUST00000174818	ENSMUSG00000031562	Dctd
ENSMUST00000174820	ENSMUSG00000078752	Scgb1b30
ENSMUST00000174822	ENSMUSG00000057948	Unc13d
ENSMUST00000174825	ENSMUSG00000036591	Arhgap21
ENSMUST00000174826	ENSMUSG00000024462	Gabbr1
ENSMUST00000174827	ENSMUSG00000040312	Cchcr1
ENSMUST00000174828	ENSMUSG00000033335	Dnm2
ENSMUST00000174830	ENSMUSG00000035469	Rcbtb1
ENSMUST00000174831	ENSMUSG00000028399	Ptprd
ENSMUST00000174832	ENSMUSG00000028399	Ptprd
ENSMUST00000174833	ENSMUSG00000035569	Ankrd11
ENSMUST00000174834	ENSMUSG00000038762	Abcf1
ENSMUST00000174835	ENSMUSG00000092607	Scnm1
ENSMUST00000174836	ENSMUSG00000038384	Setd1b
ENSMUST00000174837	ENSMUSG00000033249	Hsf4
ENSMUST00000174839	ENSMUSG00000067212	H2-T23
ENSMUST00000174840	ENSMUSG00000039304	Tnfsf10
ENSMUST00000174841	ENSMUSG00000047409	Ctdspl
ENSMUST00000174842	ENSMUSG00000066772	Obox3
ENSMUST00000174843	ENSMUSG00000025880	Smad7
ENSMUST00000174846	ENSMUSG00000048000	Gigyf2
ENSMUST00000174847	ENSMUSG00000041881	Ndufa7
ENSMUST00000174848	ENSMUSG00000030316	Tamm41
ENSMUST00000174849	ENSMUSG00000038500	Prr3
ENSMUST00000174850	ENSMUSG00000040929	Rfx3
ENSMUST00000174853	ENSMUSG00000022160	Mettl3
ENSMUST00000174854	ENSMUSG00000055413	H2-Q5
ENSMUST00000174855	ENSMUSG00000024387	Csnk2b
ENSMUST00000174856	ENSMUSG00000015002	Efr3a
ENSMUST00000174857	ENSMUSG00000020185	E2f7
ENSMUST00000174859	ENSMUSG00000092607	Scnm1
ENSMUST00000174860	ENSMUSG00000007050	Lsm2
ENSMUST00000174863	ENSMUSG00000003662	Ciao1
ENSMUST00000174865	ENSMUSG00000030325	Klrb1c
ENSMUST00000174866	ENSMUSG00000024462	Gabbr1
ENSMUST00000174867	ENSMUSG00000060261	Gtf2i
ENSMUST00000174868	ENSMUSG00000039607	Rbms3
ENSMUST00000174869	ENSMUSG00000022485	Hoxc5
ENSMUST00000174870	ENSMUSG00000074987	AI314831
ENSMUST00000174873	ENSMUSG00000059791	Nrm
ENSMUST00000174874	ENSMUSG00000020173	Cobl
ENSMUST00000174875	ENSMUSG00000073421	H2-Ab1
ENSMUST00000174876	ENSMUSG00000092586	Ly6g6c
ENSMUST00000174877	ENSMUSG00000001027	Scn4a
ENSMUST00000174880	ENSMUSG00000024371	C2
ENSMUST00000174881	ENSMUSG00000037627	Rgs22
ENSMUST00000174882	ENSMUSG00000015165	Hnrnpl
ENSMUST00000174883	ENSMUSG00000074832	2410141K09Rik
ENSMUST00000174885	ENSMUSG00000016933	Plcg1
ENSMUST00000174887	ENSMUSG00000040356	Skiv2l
ENSMUST00000174888	ENSMUSG00000024369	Nelfe
ENSMUST00000174890	ENSMUSG00000025967	Eef1b2
ENSMUST00000174892	ENSMUSG00000092633	Mir3962
ENSMUST00000174897	ENSMUSG00000092638	Mir5112
ENSMUST00000174898	ENSMUSG00000092639	Mir3964
ENSMUST00000174924	ENSMUSG00000092665	Rn7s1
ENSMUST00000174936	ENSMUSG00000092677	Mir5106
ENSMUST00000174955	ENSMUSG00000092696	Mir5133
ENSMUST00000174989	ENSMUSG00000092730	Snora24
ENSMUST00000174993	ENSMUSG00000092734	Mir5100
ENSMUST00000174997	ENSMUSG00000092738	Mir5135
ENSMUST00000175004	ENSMUSG00000092745	Mir5122
ENSMUST00000175010	ENSMUSG00000092751	Mir3080
ENSMUST00000175029	ENSMUSG00000092770	Mirlet7a-2
ENSMUST00000175032	ENSMUSG00000092773	Rn7s2
ENSMUST00000175046	ENSMUSG00000092787	Mir5116
ENSMUST00000175053	ENSMUSG00000092794	Mir3110
ENSMUST00000175066	ENSMUSG00000092807	Mir199b
ENSMUST00000175072	ENSMUSG00000092813	Mir3086
ENSMUST00000175074	ENSMUSG00000092815	Mir3099
ENSMUST00000175086	ENSMUSG00000092827	Mir3091
ENSMUST00000175089	ENSMUSG00000092830	Mir3963
ENSMUST00000175096	ENSMUSG00000092837	Rpph1
ENSMUST00000175106	ENSMUSG00000092847	Mir344d-1
ENSMUST00000175109	ENSMUSG00000092850	Mir344g
ENSMUST00000175111	ENSMUSG00000092852	Mir5103
ENSMUST00000175127	ENSMUSG00000092868	Mir5113
ENSMUST00000175129	ENSMUSG00000092870	Mir3061
ENSMUST00000175139	ENSMUSG00000092880	Mir3471-1
ENSMUST00000175160	ENSMUSG00000092901	Mir5130
ENSMUST00000175176	ENSMUSG00000092917	Mir3472
ENSMUST00000175180	ENSMUSG00000092921	Mir344b
ENSMUST00000175184	ENSMUSG00000092925	Mir3960
ENSMUST00000175205	ENSMUSG00000094952	Mir3070b
ENSMUST00000175211	ENSMUSG00000092952	Mir3059
ENSMUST00000175217	ENSMUSG00000092958	Mir5128
ENSMUST00000175223	ENSMUSG00000095323	Mir3470a
ENSMUST00000175231	ENSMUSG00000092972	Mir3078
ENSMUST00000175244	ENSMUSG00000092985	Mir378b
ENSMUST00000175247	ENSMUSG00000092988	Mir3093
ENSMUST00000175254	ENSMUSG00000092995	Mir16-1
ENSMUST00000175257	ENSMUSG00000092998	Mir5099
ENSMUST00000175266	ENSMUSG00000093007	Mir15a
ENSMUST00000175268	ENSMUSG00000093009	Snord52
ENSMUST00000175270	ENSMUSG00000093011	Mir100
ENSMUST00000175276	ENSMUSG00000093017	Mir5108
ENSMUST00000175295	ENSMUSG00000093036	Mir5127
ENSMUST00000175298	ENSMUSG00000093039	Mir1912
ENSMUST00000175301	ENSMUSG00000093042	Mir3109
ENSMUST00000175305	ENSMUSG00000093046	Mir3081
ENSMUST00000175319	ENSMUSG00000093060	Mir5104
ENSMUST00000175332	ENSMUSG00000093073	Mir124a-2
ENSMUST00000175340	ENSMUSG00000093081	Mir3075
ENSMUST00000175350	ENSMUSG00000093091	Mir3089
ENSMUST00000175355	ENSMUSG00000093096	Mir3968
ENSMUST00000175361	ENSMUSG00000093102	Mir3475
ENSMUST00000175367	ENSMUSG00000093108	Mir344f
ENSMUST00000175377	ENSMUSG00000093118	Mir3083
ENSMUST00000175381	ENSMUSG00000093122	Mir1264
ENSMUST00000175399	ENSMUSG00000093140	Mir28b
ENSMUST00000175416	ENSMUSG00000093157	Mir3098
ENSMUST00000175428	ENSMUSG00000093169	Mir3079
ENSMUST00000175435	ENSMUSG00000093176	Mir5119
ENSMUST00000175437	ENSMUSG00000093178	Snord87
ENSMUST00000175446	ENSMUSG00000093187	Mir344-2
ENSMUST00000175458	ENSMUSG00000095292	Mir344d-3
ENSMUST00000175468	ENSMUSG00000095147	Mir3070a
ENSMUST00000175480	ENSMUSG00000093221	Mir3105
ENSMUST00000175486	ENSMUSG00000093227	Mir1251
ENSMUST00000175493	ENSMUSG00000093234	Mir3085
ENSMUST00000175497	ENSMUSG00000093238	Mir9-3
ENSMUST00000175513	ENSMUSG00000093254	Mir5126
ENSMUST00000175537	ENSMUSG00000093278	Mir5110
ENSMUST00000175539	ENSMUSG00000093280	Mir2861
ENSMUST00000175551	ENSMUSG00000093292	Mir5118
ENSMUST00000175557	ENSMUSG00000093298	Mir3473b
ENSMUST00000175563	ENSMUSG00000093912	Mir3470b
ENSMUST00000175570	ENSMUSG00000093311	Mir3965
ENSMUST00000175573	ENSMUSG00000093314	Mir5136
ENSMUST00000175597	ENSMUSG00000093338	Mir3090
ENSMUST00000175610	ENSMUSG00000093351	Mir3072
ENSMUST00000175613	ENSMUSG00000093354	Mir125b-1
ENSMUST00000175614	ENSMUSG00000093355	Snora26
ENSMUST00000175617	ENSMUSG00000093358	Mir3063
ENSMUST00000175634	ENSMUSG00000062175	Tgif2
ENSMUST00000175636	ENSMUSG00000031133	Arhgef6
ENSMUST00000175637	ENSMUSG00000048996	Olfr1366
ENSMUST00000175640	ENSMUSG00000032058	Ppp2r1b
ENSMUST00000175641	ENSMUSG00000025255	Zfhx4
ENSMUST00000175642	ENSMUSG00000010110	Stx5a
ENSMUST00000175643	ENSMUSG00000058317	Ube2e2
ENSMUST00000175645	ENSMUSG00000032058	Ppp2r1b
ENSMUST00000175646	ENSMUSG00000042410	Agps
ENSMUST00000175647	ENSMUSG00000064202	4430402I18Rik
ENSMUST00000175649	ENSMUSG00000093610	Cyp2c53-ps
ENSMUST00000175650	ENSMUSG00000011832	Evi5l
ENSMUST00000175651	ENSMUSG00000028607	Cpt2
ENSMUST00000175652	ENSMUSG00000041359	Tcl1
ENSMUST00000175655	ENSMUSG00000022010	Tsc22d1
ENSMUST00000175656	ENSMUSG00000029413	Naaa
ENSMUST00000175658	ENSMUSG00000019848	Popdc3
ENSMUST00000175659	ENSMUSG00000021000	Ctage5
ENSMUST00000175660	ENSMUSG00000029088	Kcnip4
ENSMUST00000175661	ENSMUSG00000020892	Aloxe3
ENSMUST00000175662	ENSMUSG00000018581	Dnah11
ENSMUST00000175665	ENSMUSG00000022112	Gpc5
ENSMUST00000175666	ENSMUSG00000002996	Hbp1
ENSMUST00000175669	ENSMUSG00000026657	Frmd4a
ENSMUST00000175670	ENSMUSG00000030067	Foxp1
ENSMUST00000175672	ENSMUSG00000019737	Syne4
ENSMUST00000175673	ENSMUSG00000034252	Senp6
ENSMUST00000175676	ENSMUSG00000039891	Txlnb
ENSMUST00000175678	ENSMUSG00000048280	Zfp738
ENSMUST00000175679	ENSMUSG00000029036	Atad3a
ENSMUST00000175680	ENSMUSG00000049353	Rd3
ENSMUST00000175682	ENSMUSG00000054611	Kdm2a
ENSMUST00000175685	ENSMUSG00000021000	Ctage5
ENSMUST00000175686	ENSMUSG00000002996	Hbp1
ENSMUST00000175687	ENSMUSG00000021147	Wdr37
ENSMUST00000175688	ENSMUSG00000029064	Gnb1
ENSMUST00000175689	ENSMUSG00000006715	Gmnn
ENSMUST00000175692	ENSMUSG00000031568	Rwdd4a
ENSMUST00000175695	ENSMUSG00000072664	Ugt3a1
ENSMUST00000175697	ENSMUSG00000032570	Atp2c1
ENSMUST00000175698	ENSMUSG00000052752	Traf7
ENSMUST00000175702	ENSMUSG00000020770	Unk
ENSMUST00000175704	ENSMUSG00000001909	Trmt1
ENSMUST00000175705	ENSMUSG00000029064	Gnb1
ENSMUST00000175706	ENSMUSG00000025224	Gbf1
ENSMUST00000175709	ENSMUSG00000006705	Pknox1
ENSMUST00000175710	ENSMUSG00000022377	Asap1
ENSMUST00000175711	ENSMUSG00000030825	Hsd17b14
ENSMUST00000175712	ENSMUSG00000021996	Esd
ENSMUST00000175714	ENSMUSG00000009585	Apobec3
ENSMUST00000175716	ENSMUSG00000093451	Vmn1r24
ENSMUST00000175717	ENSMUSG00000093606	B130034C11Rik
ENSMUST00000175718	ENSMUSG00000042328	Hps4
ENSMUST00000175719	ENSMUSG00000036138	Acaa1a
ENSMUST00000175720	ENSMUSG00000024347	Psd2
ENSMUST00000175722	ENSMUSG00000034252	Senp6
ENSMUST00000175724	ENSMUSG00000092049	Vmn2r4
ENSMUST00000175725	ENSMUSG00000028710	Atpaf1
ENSMUST00000175726	ENSMUSG00000046138	9930021J03Rik
ENSMUST00000175727	ENSMUSG00000033213	AA467197
ENSMUST00000175728	ENSMUSG00000032059	Alg9
ENSMUST00000175730	ENSMUSG00000030982	9030624J02Rik
ENSMUST00000175731	ENSMUSG00000070532	1700084C01Rik
ENSMUST00000175732	ENSMUSG00000052752	Traf7
ENSMUST00000175734	ENSMUSG00000024347	Psd2
ENSMUST00000175735	ENSMUSG00000033237	Arid2
ENSMUST00000175737	ENSMUSG00000048277	Syngr2
ENSMUST00000175739	ENSMUSG00000024238	Zeb1
ENSMUST00000175740	ENSMUSG00000040434	Gyltl1b
ENSMUST00000175741	ENSMUSG00000018733	Pex12
ENSMUST00000175742	ENSMUSG00000047284	Neurl4
ENSMUST00000175743	ENSMUSG00000036138	Acaa1a
ENSMUST00000175744	ENSMUSG00000021972	Hmbox1
ENSMUST00000175745	ENSMUSG00000028059	Arhgef2
ENSMUST00000175747	ENSMUSG00000025224	Gbf1
ENSMUST00000175749	ENSMUSG00000028059	Arhgef2
ENSMUST00000175750	ENSMUSG00000025613	Cct8
ENSMUST00000175751	ENSMUSG00000038170	Pde4dip
ENSMUST00000175752	ENSMUSG00000009585	Apobec3
ENSMUST00000175755	ENSMUSG00000005980	Dnase1
ENSMUST00000175758	ENSMUSG00000034252	Senp6
ENSMUST00000175759	ENSMUSG00000032595	Cdhr4
ENSMUST00000175761	ENSMUSG00000047284	Neurl4
ENSMUST00000175762	ENSMUSG00000022518	4930562C15Rik
ENSMUST00000175763	ENSMUSG00000009563	Tor2a
ENSMUST00000175764	ENSMUSG00000046138	9930021J03Rik
ENSMUST00000175765	ENSMUSG00000032041	Tirap
ENSMUST00000175766	ENSMUSG00000005220	Corin
ENSMUST00000175767	ENSMUSG00000001909	Trmt1
ENSMUST00000175769	ENSMUSG00000028249	Sdcbp
ENSMUST00000175773	ENSMUSG00000040037	Negr1
ENSMUST00000175776	ENSMUSG00000028552	Eps15
ENSMUST00000175777	ENSMUSG00000054611	Kdm2a
ENSMUST00000175778	ENSMUSG00000036529	Sbf1
ENSMUST00000175779	ENSMUSG00000028059	Arhgef2
ENSMUST00000175781	ENSMUSG00000008206	Cers4
ENSMUST00000175783	ENSMUSG00000046982	Tshz1
ENSMUST00000175784	ENSMUSG00000001909	Trmt1
ENSMUST00000175785	ENSMUSG00000011171	Vipr2
ENSMUST00000175786	ENSMUSG00000019984	Med23
ENSMUST00000175787	ENSMUSG00000093617	4933438K21Rik
ENSMUST00000175788	ENSMUSG00000032547	Ryk
ENSMUST00000175789	ENSMUSG00000010601	Apol7a
ENSMUST00000175790	ENSMUSG00000025733	Rhot2
ENSMUST00000175791	ENSMUSG00000024921	Smarca2
ENSMUST00000175792	ENSMUSG00000074269	2410076I21Rik
ENSMUST00000175793	ENSMUSG00000022377	Asap1
ENSMUST00000175795	ENSMUSG00000031734	Irx3
ENSMUST00000175798	ENSMUSG00000017478	Zc3h18
ENSMUST00000175799	ENSMUSG00000022377	Asap1
ENSMUST00000175801	ENSMUSG00000009585	Apobec3
ENSMUST00000175802	ENSMUSG00000032595	Cdhr4
ENSMUST00000175803	ENSMUSG00000021000	Ctage5
ENSMUST00000175804	ENSMUSG00000090173	Fbxw10
ENSMUST00000175805	ENSMUSG00000022361	Zhx1
ENSMUST00000175806	ENSMUSG00000006705	Pknox1
ENSMUST00000175807	ENSMUSG00000029647	Pan3
ENSMUST00000175809	ENSMUSG00000005982	Naa60
ENSMUST00000175810	ENSMUSG00000034795	Ccdc122
ENSMUST00000175811	ENSMUSG00000022010	Tsc22d1
ENSMUST00000175812	ENSMUSG00000006705	Pknox1
ENSMUST00000175813	ENSMUSG00000034675	Dbn1
ENSMUST00000175816	ENSMUSG00000032010	Usp2
ENSMUST00000175817	ENSMUSG00000093376	Vmn1r23
ENSMUST00000175819	ENSMUSG00000017478	Zc3h18
ENSMUST00000175820	ENSMUSG00000038884	A230050P20Rik
ENSMUST00000175821	ENSMUSG00000048280	Zfp738
ENSMUST00000175822	ENSMUSG00000028776	Tinagl1
ENSMUST00000175823	ENSMUSG00000092035	Peg10
ENSMUST00000175824	ENSMUSG00000056666	Retsat
ENSMUST00000175825	ENSMUSG00000084771	A230072E10Rik
ENSMUST00000175827	ENSMUSG00000009585	Apobec3
ENSMUST00000175830	ENSMUSG00000050875	A730017C20Rik
ENSMUST00000175832	ENSMUSG00000024238	Zeb1
ENSMUST00000175834	ENSMUSG00000010110	Stx5a
ENSMUST00000175835	ENSMUSG00000074634	Gm7120
ENSMUST00000175836	ENSMUSG00000022518	4930562C15Rik
ENSMUST00000175837	ENSMUSG00000021000	Ctage5
ENSMUST00000175838	ENSMUSG00000030067	Foxp1
ENSMUST00000175840	ENSMUSG00000044033	Ccdc141
ENSMUST00000175842	ENSMUSG00000024921	Smarca2
ENSMUST00000175843	ENSMUSG00000033697	Arhgap39
ENSMUST00000175844	ENSMUSG00000012609	Ttll5
ENSMUST00000175848	ENSMUSG00000020684	Rasl10b
ENSMUST00000175849	ENSMUSG00000009585	Apobec3
ENSMUST00000175851	ENSMUSG00000040434	Gyltl1b
ENSMUST00000175852	ENSMUSG00000019876	Pkib
ENSMUST00000175854	ENSMUSG00000093540	4930505M18Rik
ENSMUST00000175855	ENSMUSG00000038718	Pbx3
ENSMUST00000175856	ENSMUSG00000044083	Efcab8
ENSMUST00000175857	ENSMUSG00000027699	Ect2
ENSMUST00000175858	ENSMUSG00000022421	Npcd
ENSMUST00000175859	ENSMUSG00000036138	Acaa1a
ENSMUST00000175862	ENSMUSG00000022146	Osmr
ENSMUST00000175864	ENSMUSG00000026858	Fam73b
ENSMUST00000175865	ENSMUSG00000091625	Lsm5
ENSMUST00000175866	ENSMUSG00000025255	Zfhx4
ENSMUST00000175867	ENSMUSG00000020218	Wif1
ENSMUST00000175868	ENSMUSG00000025224	Gbf1
ENSMUST00000175869	ENSMUSG00000025733	Rhot2
ENSMUST00000175870	ENSMUSG00000001909	Trmt1
ENSMUST00000175872	ENSMUSG00000010110	Stx5a
ENSMUST00000175873	ENSMUSG00000049281	Scn3b
ENSMUST00000175874	ENSMUSG00000032594	Ip6k1
ENSMUST00000175875	ENSMUSG00000028890	Mtf1
ENSMUST00000175877	ENSMUSG00000021000	Ctage5
ENSMUST00000175878	ENSMUSG00000025224	Gbf1
ENSMUST00000175880	ENSMUSG00000030067	Foxp1
ENSMUST00000175881	ENSMUSG00000048756	Foxo3
ENSMUST00000175883	ENSMUSG00000032547	Ryk
ENSMUST00000175884	ENSMUSG00000001909	Trmt1
ENSMUST00000175885	ENSMUSG00000034906	Ncaph
ENSMUST00000175886	ENSMUSG00000030067	Foxp1
ENSMUST00000175887	ENSMUSG00000021996	Esd
ENSMUST00000175888	ENSMUSG00000055531	Cpsf6
ENSMUST00000175889	ENSMUSG00000032827	Ppp1r9a
ENSMUST00000175890	ENSMUSG00000070733	Fryl
ENSMUST00000175892	ENSMUSG00000019893	Ros1
ENSMUST00000175894	ENSMUSG00000022469	Rapgef3
ENSMUST00000175896	ENSMUSG00000000247	Lhx2
ENSMUST00000175897	ENSMUSG00000050875	A730017C20Rik
ENSMUST00000175898	ENSMUSG00000038805	Six3
ENSMUST00000175899	ENSMUSG00000012609	Ttll5
ENSMUST00000175900	ENSMUSG00000031133	Arhgef6
ENSMUST00000175901	ENSMUSG00000010110	Stx5a
ENSMUST00000175902	ENSMUSG00000019737	Syne4
ENSMUST00000175903	ENSMUSG00000028059	Arhgef2
ENSMUST00000175905	ENSMUSG00000021972	Hmbox1
ENSMUST00000175906	ENSMUSG00000064125	BC068157
ENSMUST00000175908	ENSMUSG00000032594	Ip6k1
ENSMUST00000175910	ENSMUSG00000034252	Senp6
ENSMUST00000175911	ENSMUSG00000028059	Arhgef2
ENSMUST00000175912	ENSMUSG00000021000	Ctage5
ENSMUST00000175914	ENSMUSG00000042106	Fam212a
ENSMUST00000175915	ENSMUSG00000039375	Wdr17
ENSMUST00000175917	ENSMUSG00000079324	4932414N04Rik
ENSMUST00000175918	ENSMUSG00000029705	Cux1
ENSMUST00000175919	ENSMUSG00000010601	Apol7a
ENSMUST00000175920	ENSMUSG00000055817	Mta3
ENSMUST00000175922	ENSMUSG00000030982	9030624J02Rik
ENSMUST00000175924	ENSMUSG00000055531	Cpsf6
ENSMUST00000175925	ENSMUSG00000024238	Zeb1
ENSMUST00000175926	ENSMUSG00000032058	Ppp2r1b
ENSMUST00000175929	ENSMUSG00000093789	Higd1c
ENSMUST00000175930	ENSMUSG00000090266	Mettl23
ENSMUST00000175931	ENSMUSG00000022603	Mroh4
ENSMUST00000175932	ENSMUSG00000025007	Aldh18a1
ENSMUST00000175933	ENSMUSG00000032596	Uba7
ENSMUST00000175934	ENSMUSG00000024613	Tcof1
ENSMUST00000175935	ENSMUSG00000024921	Smarca2
ENSMUST00000175936	ENSMUSG00000021754	Map3k1
ENSMUST00000175937	ENSMUSG00000047731	Wbp1l
ENSMUST00000175938	ENSMUSG00000035934	Pknox2
ENSMUST00000175940	ENSMUSG00000046691	Chtf8
ENSMUST00000175941	ENSMUSG00000043456	Zfp536
ENSMUST00000175942	ENSMUSG00000084771	A230072E10Rik
ENSMUST00000175944	ENSMUSG00000026657	Frmd4a
ENSMUST00000175945	ENSMUSG00000032336	Nptn
ENSMUST00000175946	ENSMUSG00000041420	Meis3
ENSMUST00000175947	ENSMUSG00000036834	Plch1
ENSMUST00000175948	ENSMUSG00000045658	Pid1
ENSMUST00000175949	ENSMUSG00000049281	Scn3b
ENSMUST00000175950	ENSMUSG00000032318	Isl2
ENSMUST00000175952	ENSMUSG00000030982	9030624J02Rik
ENSMUST00000175953	ENSMUSG00000024921	Smarca2
ENSMUST00000175954	ENSMUSG00000030142	Clec4e
ENSMUST00000175958	ENSMUSG00000021147	Wdr37
ENSMUST00000175959	ENSMUSG00000054611	Kdm2a
ENSMUST00000175960	ENSMUSG00000093610	Cyp2c53-ps
ENSMUST00000175962	ENSMUSG00000032827	Ppp1r9a
ENSMUST00000175963	ENSMUSG00000022377	Asap1
ENSMUST00000175964	ENSMUSG00000026896	Ifih1
ENSMUST00000175965	ENSMUSG00000045991	Onecut2
ENSMUST00000175966	ENSMUSG00000030340	Scnn1a
ENSMUST00000175967	ENSMUSG00000025007	Aldh18a1
ENSMUST00000175968	ENSMUSG00000093445	Lrch4
ENSMUST00000175970	ENSMUSG00000049957	Ccdc137
ENSMUST00000175972	ENSMUSG00000010841	1700006E09Rik
ENSMUST00000175973	ENSMUSG00000032540	Abhd5
ENSMUST00000175974	ENSMUSG00000057068	Fam47e
ENSMUST00000175975	ENSMUSG00000029705	Cux1
ENSMUST00000175977	ENSMUSG00000025613	Cct8
ENSMUST00000175978	ENSMUSG00000054611	Kdm2a
ENSMUST00000175980	ENSMUSG00000001909	Trmt1
ENSMUST00000175982	ENSMUSG00000029055	Plch2
ENSMUST00000175983	ENSMUSG00000061959	Ces1e
ENSMUST00000175984	ENSMUSG00000022010	Tsc22d1
ENSMUST00000175986	ENSMUSG00000036006	Fam65b
ENSMUST00000175987	ENSMUSG00000031910	Has3
ENSMUST00000175988	ENSMUSG00000059375	Vmn1r33
ENSMUST00000175990	ENSMUSG00000039789	Zfp597
ENSMUST00000175991	ENSMUSG00000052997	Uba2
ENSMUST00000175992	ENSMUSG00000028776	Tinagl1
ENSMUST00000175993	ENSMUSG00000027610	Gss
ENSMUST00000175995	ENSMUSG00000030142	Clec4e
ENSMUST00000175996	ENSMUSG00000045658	Pid1
ENSMUST00000175998	ENSMUSG00000029705	Cux1
ENSMUST00000175999	ENSMUSG00000034252	Senp6
ENSMUST00000176000	ENSMUSG00000040302	Rbm48
ENSMUST00000176001	ENSMUSG00000003949	Hlf
ENSMUST00000176003	ENSMUSG00000006720	Zfp184
ENSMUST00000176004	ENSMUSG00000026565	Pou2f1
ENSMUST00000176005	ENSMUSG00000032540	Abhd5
ENSMUST00000176006	ENSMUSG00000019737	Syne4
ENSMUST00000176007	ENSMUSG00000036138	Acaa1a
ENSMUST00000176008	ENSMUSG00000012609	Ttll5
ENSMUST00000176009	ENSMUSG00000010110	Stx5a
ENSMUST00000176010	ENSMUSG00000093674	Rpl41
ENSMUST00000176011	ENSMUSG00000093445	Lrch4
ENSMUST00000176012	ENSMUSG00000032998	Foxj3
ENSMUST00000176013	ENSMUSG00000010110	Stx5a
ENSMUST00000176014	ENSMUSG00000022377	Asap1
ENSMUST00000176015	ENSMUSG00000029223	Uchl1
ENSMUST00000176016	ENSMUSG00000093483	AA465934
ENSMUST00000176019	ENSMUSG00000024921	Smarca2
ENSMUST00000176021	ENSMUSG00000032041	Tirap
ENSMUST00000176022	ENSMUSG00000032010	Usp2
ENSMUST00000176023	ENSMUSG00000093379	Vmn1r31
ENSMUST00000176024	ENSMUSG00000017631	Abr
ENSMUST00000176025	ENSMUSG00000079657	Rab26
ENSMUST00000176027	ENSMUSG00000069678	Pcgf1
ENSMUST00000176028	ENSMUSG00000036529	Sbf1
